Global_active_power,Global_reactive_power,Voltage,Global_intensity,day,month,year,hour,minute,Total Reading
0.296,0.064,239.27,1.2,10,2,2007,5,5,0.0
1.7,0.0,247.7,6.8,28,10,2010,14,29,20.0
2.566,0.298,233.11,11.0,10,12,2007,19,32,17.0
1.784,0.198,240.41,7.4,5,2,2010,15,29,19.0
1.344,0.126,239.44,5.6,13,3,2008,7,19,1.0
0.344,0.122,244.91,1.4,16,11,2009,3,41,2.0
0.328,0.114,244.33,1.4,21,1,2007,0,33,0.0
1.278,0.05,242.06,5.2,9,7,2010,16,39,18.0
0.43,0.0,243.85,1.8,26,1,2008,0,30,0.0
0.286,0.096,241.11,1.2,25,2,2008,14,54,1.0
0.188,0.0,242.25,1.0,6,5,2010,2,0,1.0
1.018,0.154,240.33,4.2,18,5,2010,22,29,2.0
0.208,0.052,243.79,0.8,25,10,2008,22,52,0.0
0.26,0.0,244.65,1.0,23,4,2008,0,12,1.0
0.304,0.098,243.26,1.2,13,10,2009,22,57,2.0
0.316,0.108,234.68,1.4,22,5,2007,11,49,1.0
1.106,0.086,245.72,4.4,12,12,2009,20,49,1.0
1.498,0.144,239.61,6.2,7,9,2007,23,28,18.0
2.254,0.078,237.93,9.4,16,12,2007,20,4,17.0
0.4,0.072,245.48,1.6,1,11,2009,14,57,1.0
0.802,0.066,235.0,3.6,6,8,2008,19,6,1.0
0.144,0.0,240.26,0.6,9,1,2008,4,44,1.0
3.594,0.0,238.79,15.0,31,10,2009,12,12,55.0
1.562,0.076,239.92,6.4,20,2,2010,11,51,18.0
3.112,0.528,238.1,13.6,29,5,2010,10,44,42.0
0.448,0.214,247.4,2.0,2,3,2009,0,0,0.0
1.328,0.064,242.17,5.4,15,2,2010,11,13,19.0
0.856,0.112,239.06,3.6,11,8,2008,17,8,0.0
0.29,0.12,243.09,1.2,31,8,2009,5,58,1.0
0.35,0.196,240.12,1.8,7,9,2010,11,40,1.0
6.022,0.212,232.3,25.8,24,11,2007,11,18,88.0
3.226,0.516,245.9,13.2,18,1,2009,15,32,23.0
1.43,0.178,238.36,6.0,9,4,2008,10,18,19.0
1.782,0.18,238.1,7.4,11,6,2010,13,2,19.0
2.72,0.052,238.25,11.4,21,12,2008,19,58,17.0
0.234,0.094,241.86,1.0,14,8,2010,12,35,0.0
1.132,0.056,242.14,4.8,3,10,2010,20,49,1.0
0.114,0.0,240.8,0.4,29,8,2007,2,2,0.0
1.426,0.266,236.46,6.0,23,3,2007,18,40,0.0
1.354,0.064,242.01,5.6,27,2,2007,9,35,18.0
1.712,0.168,236.28,7.2,24,9,2010,7,22,18.0
1.008,0.352,240.62,4.4,19,8,2009,5,58,13.0
0.228,0.064,239.16,1.0,24,9,2010,4,23,1.0
1.354,0.142,233.44,5.8,6,3,2007,14,7,18.0
0.414,0.262,235.11,2.0,30,7,2007,20,7,0.0
0.23,0.0,244.09,1.0,1,6,2008,5,10,0.0
0.7,0.198,240.99,3.0,22,3,2008,13,29,0.0
1.54,0.126,245.87,6.2,18,12,2009,14,9,20.0
0.276,0.0,243.72,1.2,3,10,2009,6,6,0.0
0.436,0.052,243.43,2.2,11,3,2008,12,58,0.0
0.308,0.072,239.49,1.2,10,2,2008,18,44,0.0
0.316,0.054,241.33,1.2,10,5,2010,5,24,3.0
0.508,0.114,247.12,2.0,23,11,2009,13,35,1.0
1.248,0.148,240.9,5.2,30,9,2009,16,24,20.0
1.26,0.322,239.51,5.4,31,3,2010,0,37,1.0
3.112,0.146,237.16,13.0,26,2,2010,21,55,20.0
1.5,0.092,245.37,6.0,21,10,2010,5,37,20.0
1.47,0.0,245.36,6.0,31,12,2007,15,20,18.0
1.478,0.116,240.7,6.2,5,1,2009,17,32,19.0
0.334,0.096,244.88,1.4,20,2,2008,16,6,0.0
0.334,0.228,237.97,1.6,23,6,2010,2,5,2.0
2.02,0.114,242.02,8.2,30,11,2008,8,33,18.0
1.566,0.118,237.45,6.6,29,7,2008,9,34,19.0
0.438,0.17,236.21,2.0,15,5,2007,4,5,0.0
0.398,0.09,238.84,1.6,6,3,2007,0,2,0.0
1.55,0.072,241.04,6.4,4,10,2009,17,45,20.0
2.412,0.136,241.01,10.6,30,10,2010,11,46,32.0
0.442,0.2,245.53,2.0,3,3,2009,0,20,0.0
0.268,0.0,245.19,1.0,4,1,2008,2,19,0.0
1.434,0.098,238.61,6.0,26,11,2010,18,17,0.0
3.156,0.446,238.04,13.4,2,11,2009,19,11,23.0
0.214,0.132,244.02,1.0,8,9,2009,11,29,2.0
0.408,0.202,238.24,1.8,5,3,2010,13,23,2.0
0.782,0.0,232.66,3.6,29,5,2007,11,11,0.0
1.598,0.076,237.0,6.6,17,6,2007,11,27,17.0
0.254,0.142,240.99,1.2,20,5,2008,16,46,0.0
1.458,0.0,237.18,6.2,14,3,2008,9,7,17.0
2.392,0.0,241.84,9.8,16,3,2009,22,17,18.0
0.172,0.146,238.41,0.8,8,12,2008,1,44,1.0
0.246,0.0,243.54,1.0,19,1,2010,1,24,1.0
1.994,0.266,240.9,8.2,28,6,2009,21,5,19.0
1.476,0.192,238.73,6.2,11,6,2010,2,30,19.0
2.44,0.06,246.11,9.8,26,1,2010,20,23,20.0
1.06,0.616,237.86,5.4,7,11,2010,16,31,8.0
1.124,0.0,238.69,5.0,28,8,2007,0,56,14.0
0.43,0.23,246.17,2.0,2,7,2009,0,57,1.0
0.45,0.244,243.15,2.0,23,5,2010,3,54,1.0
0.234,0.092,241.53,1.0,8,9,2010,11,39,1.0
0.322,0.052,241.61,1.4,28,1,2008,5,13,0.0
1.372,0.06,238.64,5.6,10,8,2008,9,12,18.0
0.396,0.234,243.84,1.8,4,6,2007,15,1,0.0
0.328,0.084,244.08,1.4,21,11,2010,5,54,0.0
0.322,0.0,240.6,1.2,27,11,2009,20,14,1.0
0.226,0.0,245.12,1.0,18,12,2008,6,20,0.0
0.308,0.078,235.54,1.4,10,10,2007,10,16,0.0
2.898,0.284,236.39,12.2,24,9,2009,7,13,30.0
1.18,0.054,237.36,5.0,11,10,2008,19,17,0.0
0.25,0.084,243.73,1.0,18,8,2009,23,30,1.0
0.252,0.0,241.02,1.0,24,3,2010,18,22,1.0
0.102,0.0,235.52,0.4,8,9,2007,16,20,0.0
0.336,0.166,248.57,1.4,26,1,2007,15,54,0.0
0.2,0.134,240.88,1.0,18,8,2007,23,31,0.0
0.32,0.0,241.96,1.4,4,12,2009,4,38,0.0
2.602,0.056,234.64,11.0,2,2,2010,21,31,19.0
7.862,0.0,231.97,33.8,14,10,2007,14,16,123.0
1.114,0.194,239.05,4.8,3,10,2010,22,15,1.0
2.556,0.054,235.75,10.8,2,2,2010,21,40,18.0
5.038,0.492,232.3,21.8,1,11,2007,20,1,42.0
0.446,0.064,233.27,2.2,26,4,2007,14,1,0.0
0.326,0.224,241.15,1.6,9,3,2007,0,22,1.0
2.87,0.252,233.36,12.2,8,7,2007,17,34,35.0
1.174,0.0,237.59,4.8,22,6,2009,11,11,18.0
8.154,0.596,236.02,34.6,1,9,2010,18,27,85.0
0.622,0.076,240.19,2.6,15,7,2010,15,1,1.0
0.352,0.132,244.07,1.6,12,11,2008,15,48,1.0
0.276,0.0,235.49,1.2,15,5,2007,16,32,0.0
0.42,0.182,239.06,2.0,10,9,2008,6,15,1.0
0.578,0.116,243.03,2.4,28,9,2009,18,20,1.0
0.646,0.072,241.91,2.6,7,6,2008,1,23,3.0
0.148,0.0,239.76,0.6,25,9,2008,1,52,0.0
0.524,0.246,245.6,2.4,4,2,2009,22,44,1.0
1.804,0.392,239.99,7.6,11,4,2010,18,53,5.0
0.694,0.218,241.86,3.0,19,10,2008,16,31,4.0
4.996,0.28,239.03,20.8,30,8,2010,14,45,66.0
1.366,0.23,239.11,5.8,27,6,2009,18,35,18.0
0.26,0.144,243.85,1.2,14,7,2009,13,45,0.0
0.352,0.226,238.41,1.8,24,7,2010,14,10,1.0
0.334,0.1,241.82,1.4,5,1,2010,9,37,1.0
1.496,0.168,240.55,6.2,30,11,2009,8,34,19.0
1.564,0.082,241.6,6.4,23,4,2010,10,2,20.0
1.264,0.438,240.9,5.4,29,6,2009,20,52,13.0
0.082,0.0,242.05,0.2,25,8,2008,10,57,1.0
1.136,0.082,238.33,4.8,12,1,2008,18,45,0.0
1.624,0.0,241.5,6.6,24,2,2010,17,56,18.0
0.22,0.128,242.67,1.0,8,8,2009,16,16,3.0
0.324,0.26,242.2,1.6,30,6,2008,22,57,2.0
0.236,0.134,242.73,1.0,9,4,2007,3,23,0.0
0.404,0.226,242.53,1.8,21,9,2007,23,16,0.0
3.644,0.058,242.33,15.0,14,3,2009,8,55,56.0
1.314,0.204,237.76,5.6,9,10,2007,1,16,20.0
0.216,0.0,240.32,0.8,26,2,2007,8,14,0.0
0.176,0.07,237.01,0.8,14,6,2007,0,16,0.0
0.274,0.0,240.78,1.2,4,3,2009,6,22,0.0
0.398,0.208,238.25,1.8,10,11,2007,16,49,2.0
2.352,0.068,236.44,10.2,11,5,2007,21,23,17.0
1.566,0.0,243.7,6.4,27,12,2009,23,25,0.0
0.328,0.096,241.23,1.4,14,5,2009,4,31,1.0
0.348,0.1,244.47,1.4,2,7,2010,5,11,1.0
2.15,0.174,236.23,9.0,26,2,2009,19,28,17.0
0.08,0.0,241.22,0.2,24,8,2008,3,23,1.0
1.554,0.332,240.62,6.6,3,6,2010,7,8,19.0
0.88,0.172,241.51,4.0,9,11,2009,19,44,1.0
3.606,0.54,235.41,15.6,23,6,2008,20,1,29.0
1.62,0.0,238.62,6.8,29,11,2007,18,47,0.0
1.356,0.11,235.74,5.8,5,8,2007,11,41,17.0
1.572,0.166,239.56,6.6,22,11,2008,11,3,18.0
0.374,0.134,245.03,1.8,25,10,2010,15,52,2.0
0.35,0.11,240.8,1.4,10,9,2008,1,2,1.0
1.886,0.208,238.4,8.0,4,4,2007,18,28,18.0
1.286,0.0,239.65,5.2,12,3,2007,11,12,17.0
0.222,0.0,241.84,1.0,12,4,2007,9,55,0.0
0.312,0.212,239.53,1.6,27,7,2008,5,40,0.0
0.258,0.0,245.21,1.0,22,10,2010,22,46,1.0
2.804,0.264,242.36,11.6,20,4,2009,17,18,39.0
0.532,0.3,241.53,2.6,26,4,2008,14,52,2.0
2.178,0.0,240.59,9.0,13,12,2007,21,42,0.0
1.364,0.18,241.12,5.6,6,7,2008,17,32,18.0
0.45,0.31,240.56,2.2,7,9,2008,23,12,2.0
1.11,0.0,233.86,4.6,8,9,2007,13,30,17.0
3.418,0.356,240.58,14.4,3,9,2010,13,19,21.0
0.08,0.0,240.67,0.2,8,12,2008,16,36,1.0
2.616,0.116,238.44,10.8,1,1,2007,12,43,2.0
0.372,0.122,245.1,1.6,11,3,2010,13,10,0.0
0.32,0.0,241.95,1.4,5,3,2008,9,16,1.0
0.486,0.214,244.04,2.2,24,1,2010,1,39,2.0
1.46,0.248,240.55,6.2,14,6,2008,7,36,19.0
0.326,0.276,243.1,1.6,26,8,2009,12,42,2.0
0.368,0.084,243.48,1.6,22,4,2010,6,54,3.0
0.22,0.12,236.65,1.2,5,10,2007,0,4,1.0
0.522,0.082,243.49,2.4,11,3,2008,7,23,0.0
0.352,0.0,244.17,1.4,17,1,2010,9,18,1.0
0.356,0.1,239.68,1.4,26,3,2010,19,1,0.0
1.68,0.094,235.37,7.0,3,6,2009,19,36,0.0
0.806,0.0,244.08,3.4,26,12,2006,22,5,0.0
2.738,0.196,238.4,11.4,13,9,2009,17,1,39.0
0.444,0.318,240.12,2.2,29,8,2010,1,52,2.0
0.442,0.226,245.5,2.0,11,7,2010,3,32,1.0
1.51,0.102,239.52,6.2,11,2,2009,21,17,1.0
0.666,0.344,243.39,3.0,7,2,2009,22,41,2.0
1.378,0.07,243.34,5.6,1,5,2009,9,32,18.0
3.438,0.22,237.94,14.4,18,5,2008,22,15,37.0
0.442,0.2,245.49,2.0,3,4,2009,4,40,0.0
2.046,0.138,240.57,8.4,29,9,2010,18,36,29.0
0.404,0.232,241.12,1.8,24,4,2010,7,50,2.0
0.214,0.06,244.29,0.8,26,11,2008,5,38,0.0
0.332,0.08,242.44,1.4,18,10,2009,4,35,1.0
0.414,0.204,238.74,1.8,28,4,2008,20,48,0.0
2.062,0.274,236.38,8.8,9,4,2008,11,59,29.0
0.39,0.092,243.56,1.8,4,1,2009,23,58,0.0
0.15,0.0,239.47,0.6,9,5,2008,5,9,1.0
1.59,0.0,241.38,6.6,10,7,2007,15,23,18.0
2.266,0.0,238.72,9.4,15,1,2007,20,29,17.0
0.61,0.0,236.49,2.6,16,10,2009,18,55,1.0
1.68,0.0,242.19,6.8,22,2,2008,13,42,18.0
0.238,0.11,240.58,1.0,18,6,2009,0,40,0.0
1.04,0.156,243.6,4.2,30,11,2008,8,7,0.0
0.404,0.21,240.25,1.8,6,8,2007,17,17,0.0
0.402,0.176,246.02,1.8,13,11,2010,4,37,1.0
1.442,0.076,243.56,5.8,13,4,2008,14,47,19.0
1.372,0.0,238.86,5.6,5,10,2010,12,39,18.0
0.376,0.104,244.62,1.6,18,2,2010,6,40,2.0
0.314,0.214,243.2,1.6,7,11,2007,1,56,0.0
0.454,0.214,243.57,2.0,19,12,2008,3,30,0.0
2.166,0.212,240.73,9.0,18,5,2009,20,34,20.0
1.376,0.072,238.34,5.8,29,4,2010,8,29,19.0
0.22,0.0,243.47,1.0,4,12,2007,17,11,0.0
0.69,0.062,244.16,2.8,11,12,2010,23,55,0.0
0.432,0.05,243.0,2.0,11,2,2008,4,35,0.0
0.64,0.204,232.19,2.8,6,2,2008,11,0,2.0
0.222,0.0,241.88,1.0,10,10,2007,0,44,0.0
1.504,0.166,240.1,6.2,20,4,2010,0,16,19.0
0.148,0.0,240.24,0.6,14,7,2008,7,2,1.0
2.326,0.302,238.87,10.4,30,3,2007,19,33,0.0
1.39,0.07,243.38,5.6,26,2,2009,3,42,18.0
3.868,0.25,238.23,16.8,16,2,2010,19,26,33.0
0.52,0.072,238.94,2.4,31,10,2008,22,4,0.0
0.218,0.0,241.55,0.8,26,2,2007,3,38,0.0
0.346,0.106,242.39,1.4,3,5,2007,0,1,1.0
0.396,0.234,246.16,1.8,26,12,2009,4,8,3.0
1.602,0.058,241.54,6.8,9,2,2007,16,14,18.0
0.332,0.116,241.57,1.4,27,3,2010,8,36,0.0
1.43,0.0,242.16,5.8,11,3,2010,8,48,20.0
1.35,0.054,239.45,5.6,2,7,2008,11,9,17.0
1.292,0.076,240.05,5.4,8,7,2010,3,6,18.0
1.506,0.252,244.29,6.2,12,10,2009,11,41,19.0
0.104,0.0,236.44,0.4,8,12,2007,19,18,0.0
0.08,0.0,240.57,0.2,13,8,2008,1,44,0.0
0.146,0.0,242.49,0.6,16,9,2010,16,32,1.0
0.224,0.0,245.65,1.0,30,6,2009,22,59,0.0
0.282,0.11,237.29,1.2,28,8,2007,21,32,0.0
0.398,0.104,244.69,1.6,16,11,2008,3,38,2.0
4.07,0.124,241.95,16.8,2,6,2010,14,54,59.0
0.214,0.046,234.19,0.8,26,5,2009,6,4,0.0
1.736,0.056,240.55,7.2,20,1,2010,12,23,19.0
0.108,0.0,242.48,0.4,15,8,2007,20,36,0.0
3.994,0.31,238.5,16.8,15,3,2009,9,7,55.0
1.354,0.088,243.07,5.6,24,11,2008,0,59,0.0
1.406,0.052,242.14,5.8,14,2,2009,18,4,18.0
1.84,0.0,245.33,7.4,2,9,2008,14,47,19.0
0.372,0.0,241.75,1.8,5,12,2009,17,25,1.0
0.374,0.14,245.97,1.6,31,10,2010,8,8,1.0
0.258,0.132,240.13,1.2,28,6,2007,16,46,0.0
0.388,0.224,241.88,1.8,3,12,2008,11,40,1.0
1.432,0.0,239.42,6.0,3,2,2009,9,54,18.0
0.266,0.0,244.84,1.2,16,2,2008,2,13,0.0
6.286,0.336,232.97,27.0,27,12,2009,20,33,72.0
0.308,0.098,242.57,1.2,13,2,2009,4,47,2.0
0.516,0.222,244.23,2.2,20,10,2007,22,42,1.0
0.232,0.12,237.41,1.0,8,4,2008,2,48,1.0
0.806,0.088,235.51,3.4,23,7,2007,14,52,0.0
1.778,0.048,240.26,7.4,1,5,2009,8,10,17.0
1.81,0.414,240.87,7.6,25,4,2009,15,54,20.0
7.742,0.19,233.32,33.2,22,11,2009,20,43,95.0
1.528,0.308,241.5,6.4,21,1,2009,9,38,20.0
0.312,0.216,243.04,1.4,26,6,2009,3,38,1.0
0.162,0.0,242.97,0.8,8,8,2010,22,13,1.0
1.498,0.08,242.31,6.2,30,11,2007,1,28,18.0
1.344,0.058,241.25,5.6,13,2,2009,22,12,18.0
0.486,0.098,243.42,2.0,30,5,2009,2,31,1.0
2.328,0.32,238.64,10.4,23,3,2010,15,35,32.0
2.416,0.08,237.99,10.0,12,11,2007,21,24,17.0
0.446,0.072,245.35,1.8,29,10,2010,17,38,2.0
0.276,0.11,240.5,1.2,23,8,2010,14,13,0.0
1.916,0.0,239.34,8.2,10,1,2008,13,25,27.0
1.154,0.256,242.27,5.0,19,3,2009,6,44,0.0
1.382,0.08,241.13,5.6,2,2,2009,8,41,18.0
0.302,0.136,243.25,1.4,6,3,2009,22,49,2.0
0.758,0.378,243.42,4.6,20,9,2010,11,41,3.0
2.528,0.106,236.12,10.6,26,1,2008,21,57,17.0
1.346,0.0,245.36,5.4,21,11,2007,23,33,18.0
1.378,0.152,237.41,5.8,16,11,2009,21,57,3.0
1.794,0.068,236.25,7.6,15,9,2008,8,3,18.0
2.952,0.064,238.99,12.2,18,11,2009,20,44,19.0
0.296,0.242,243.46,1.6,16,4,2007,0,18,1.0
0.326,0.2,240.52,1.6,6,11,2010,20,51,1.0
1.336,0.09,237.71,5.6,27,6,2010,2,13,18.0
1.616,0.116,240.44,6.6,2,7,2007,13,25,18.0
2.848,0.096,240.26,11.8,24,6,2009,21,23,39.0
2.29,0.124,238.23,9.6,11,7,2007,21,6,2.0
0.336,0.0,243.29,1.4,13,4,2010,17,43,1.0
0.318,0.098,243.11,1.4,16,3,2009,14,16,0.0
0.504,0.248,244.47,2.4,2,5,2007,2,53,0.0
1.288,0.0,241.2,5.2,9,2,2009,11,53,18.0
0.614,0.312,245.01,2.8,5,11,2010,14,23,1.0
0.176,0.0,238.83,0.8,8,9,2010,7,23,0.0
1.462,0.334,240.08,6.2,7,4,2008,18,55,19.0
1.416,0.148,239.44,5.8,27,11,2008,12,10,20.0
1.958,0.066,235.54,8.2,19,10,2007,8,32,17.0
1.226,0.046,239.2,5.0,7,1,2007,11,22,18.0
0.898,0.304,239.55,4.0,24,9,2010,6,30,13.0
0.39,0.0,244.99,1.6,6,9,2010,14,57,2.0
0.43,0.32,240.14,2.2,11,7,2007,12,30,0.0
0.31,0.0,239.79,1.2,10,8,2010,1,8,0.0
0.218,0.0,239.68,1.0,10,11,2007,13,12,0.0
0.836,0.128,241.07,3.4,18,4,2010,8,51,10.0
0.48,0.0,243.12,2.0,20,10,2007,0,17,0.0
0.332,0.0,246.85,1.4,24,10,2010,5,15,0.0
1.732,0.188,238.36,7.2,10,9,2008,11,5,20.0
1.386,0.0,242.41,5.6,27,12,2009,22,41,1.0
0.224,0.0,245.93,1.0,27,2,2007,13,26,0.0
0.656,0.0,234.86,2.8,13,11,2008,18,43,0.0
1.946,0.384,237.86,8.2,26,6,2009,21,43,19.0
0.946,0.218,239.72,4.0,28,7,2008,2,29,12.0
0.304,0.22,241.73,1.4,19,6,2008,1,18,0.0
0.514,0.234,239.43,2.2,1,2,2007,10,50,1.0
1.192,0.054,234.28,5.0,5,3,2007,9,45,17.0
3.558,0.074,235.53,15.0,20,12,2006,21,42,17.0
2.428,0.05,238.36,10.2,9,4,2010,20,51,18.0
1.244,0.148,242.7,5.0,29,12,2009,17,39,0.0
0.442,0.0,241.91,1.8,10,11,2009,9,3,1.0
3.376,0.412,236.31,14.4,5,1,2010,21,47,37.0
0.332,0.084,242.76,1.4,3,11,2010,1,48,1.0
0.888,0.34,239.58,4.0,13,3,2009,21,11,0.0
0.428,0.238,242.01,2.0,5,1,2008,5,33,1.0
0.824,0.046,242.5,3.4,9,4,2010,23,49,3.0
2.212,0.44,242.19,9.2,10,8,2010,10,8,31.0
1.356,0.096,236.36,5.6,16,6,2010,11,39,18.0
1.484,0.132,243.23,6.0,31,12,2009,11,34,19.0
1.48,0.062,243.8,6.0,24,12,2008,18,48,19.0
0.756,0.126,239.04,3.2,29,9,2009,6,13,11.0
0.31,0.222,241.75,1.6,19,8,2009,2,47,1.0
1.496,0.22,239.19,6.2,2,7,2007,8,32,19.0
2.236,0.0,238.33,9.4,31,10,2007,18,16,35.0
1.708,0.142,244.83,7.0,13,3,2010,15,4,22.0
0.94,0.244,242.8,4.0,1,3,2008,7,13,1.0
1.456,0.218,241.0,6.0,27,2,2007,9,31,18.0
2.996,0.404,239.77,12.6,1,10,2009,18,2,17.0
1.452,0.08,236.99,6.0,5,9,2009,21,41,0.0
0.398,0.246,241.88,1.8,13,4,2007,11,47,2.0
0.152,0.0,238.31,0.6,8,12,2010,0,23,0.0
0.37,0.126,245.94,1.6,24,11,2007,2,31,0.0
1.462,0.076,244.47,6.0,3,4,2009,0,19,18.0
3.52,0.14,236.04,15.2,16,5,2009,9,16,50.0
0.392,0.0,244.47,1.6,11,5,2009,14,59,0.0
0.222,0.0,241.79,1.0,10,9,2007,3,32,0.0
0.222,0.076,243.97,1.0,14,9,2010,1,21,2.0
3.038,0.346,240.31,12.6,28,12,2007,21,14,17.0
2.346,0.084,235.91,9.8,10,2,2007,7,55,17.0
0.396,0.114,246.11,1.8,4,6,2009,23,36,0.0
0.34,0.088,243.74,1.4,29,8,2010,1,5,0.0
0.396,0.212,246.59,1.8,15,1,2009,6,28,0.0
2.79,0.09,231.7,12.0,23,7,2007,22,18,36.0
3.142,0.22,239.51,13.0,1,1,2010,14,52,41.0
0.774,0.4,238.41,3.6,7,11,2010,18,15,2.0
0.2,0.086,243.11,0.8,10,1,2009,16,9,1.0
1.37,0.082,242.23,5.6,4,2,2007,23,57,19.0
1.004,0.106,241.25,4.2,10,10,2007,22,30,0.0
2.118,0.058,237.32,8.8,2,9,2008,11,36,18.0
1.708,0.102,240.54,7.0,18,12,2008,21,28,1.0
1.402,0.06,238.93,5.8,30,1,2010,10,15,18.0
1.458,0.046,237.89,6.2,23,5,2009,9,19,22.0
1.614,0.214,234.13,6.8,5,5,2007,7,43,18.0
1.94,0.34,238.35,8.2,30,8,2010,12,21,20.0
1.432,0.108,241.96,5.8,23,4,2010,14,5,18.0
0.306,0.0,241.71,1.2,18,3,2007,23,59,1.0
0.222,0.102,236.44,1.0,5,1,2007,3,0,0.0
0.508,0.33,241.13,2.4,27,9,2008,11,31,3.0
1.672,0.108,243.15,6.8,20,1,2010,10,35,19.0
1.554,0.204,242.52,6.4,22,12,2009,21,58,19.0
0.33,0.098,242.81,1.4,23,10,2009,2,12,1.0
1.374,0.064,240.36,5.6,10,4,2007,9,31,17.0
1.916,0.348,241.37,8.0,9,6,2010,6,34,20.0
2.028,0.242,242.44,8.4,31,12,2008,8,0,18.0
0.812,0.09,241.42,3.6,7,3,2007,0,44,0.0
0.234,0.108,240.09,1.0,13,6,2007,15,18,2.0
1.184,0.232,241.11,5.2,9,12,2007,7,23,2.0
3.97,0.184,238.9,16.6,22,4,2009,11,29,60.0
0.302,0.1,239.76,1.2,29,10,2007,8,59,0.0
0.148,0.048,240.53,0.6,15,9,2010,19,19,1.0
1.242,0.102,234.12,5.2,14,8,2007,12,47,17.0
0.25,0.0,240.12,1.0,24,4,2008,5,32,1.0
0.246,0.0,238.93,1.2,25,11,2007,17,14,0.0
4.848,0.07,234.82,20.6,19,9,2009,13,55,76.0
0.19,0.046,234.64,0.8,5,1,2007,17,21,0.0
1.832,0.206,241.9,7.6,25,3,2010,9,43,19.0
0.176,0.0,242.3,1.0,25,7,2009,12,6,0.0
0.594,0.104,239.75,2.8,3,11,2008,10,26,0.0
4.432,0.484,237.81,19.0,22,4,2007,10,25,60.0
1.496,0.184,239.84,6.2,14,9,2010,8,53,19.0
0.22,0.0,235.28,1.0,19,5,2007,2,54,0.0
0.264,0.0,242.73,1.2,16,2,2008,3,50,0.0
0.298,0.086,239.69,1.2,27,9,2007,18,7,0.0
0.36,0.228,239.91,1.8,24,6,2010,11,47,3.0
0.258,0.09,239.04,1.2,17,8,2010,14,28,1.0
1.442,0.19,238.69,6.0,13,3,2009,11,5,19.0
3.392,0.0,239.88,14.2,25,9,2008,23,16,56.0
0.344,0.232,241.83,1.6,16,7,2009,9,27,2.0
0.424,0.246,243.84,2.0,4,6,2010,1,13,2.0
1.562,0.0,240.61,6.4,26,12,2009,22,0,19.0
0.362,0.22,242.99,1.8,6,2,2009,4,19,1.0
0.338,0.106,239.01,1.4,24,4,2008,10,35,0.0
0.52,0.338,242.08,2.6,3,4,2010,12,56,1.0
1.796,0.074,241.08,7.4,30,11,2009,19,18,0.0
1.382,0.07,241.89,5.6,12,2,2008,9,59,18.0
0.376,0.198,242.77,1.6,3,12,2008,11,19,1.0
4.228,0.322,238.75,17.8,31,1,2010,9,47,2.0
0.73,0.32,238.13,3.4,28,3,2010,18,38,2.0
1.302,0.074,239.09,5.4,9,1,2010,15,43,19.0
0.75,0.252,241.63,3.2,16,8,2010,20,0,1.0
0.362,0.12,244.52,1.6,20,1,2010,2,42,1.0
2.91,0.178,234.63,12.4,11,7,2007,20,48,1.0
1.418,0.136,244.69,5.8,28,9,2009,23,5,19.0
1.338,0.0,241.04,5.4,19,2,2008,14,1,18.0
2.368,0.358,238.92,10.0,7,6,2010,20,4,31.0
1.582,0.256,240.61,6.6,27,8,2007,22,15,0.0
2.512,0.108,239.65,10.4,14,2,2009,19,5,18.0
0.312,0.09,239.08,1.4,10,10,2007,11,1,0.0
0.422,0.22,242.54,2.0,25,10,2010,11,24,2.0
3.04,0.3,237.4,13.4,3,11,2010,20,39,29.0
0.298,0.082,240.08,1.2,26,9,2007,5,45,0.0
0.336,0.334,239.39,1.8,19,6,2007,3,19,2.0
0.702,0.236,240.37,3.0,22,9,2009,17,38,2.0
0.518,0.354,249.71,2.6,1,11,2009,0,15,2.0
0.244,0.0,244.22,1.0,30,1,2010,5,8,0.0
1.336,0.0,245.95,5.4,13,2,2007,23,17,18.0
2.554,0.15,241.54,10.6,20,2,2007,3,0,1.0
0.786,0.384,242.27,3.6,18,7,2009,18,3,1.0
1.708,0.338,238.35,7.2,29,9,2008,10,17,18.0
0.57,0.134,244.34,2.4,13,6,2010,9,42,1.0
1.238,0.0,236.51,5.2,6,10,2007,11,2,18.0
0.908,0.462,240.88,4.2,25,5,2008,23,4,6.0
0.888,0.26,245.22,3.6,21,10,2009,16,28,1.0
2.61,0.084,238.85,11.0,24,11,2008,18,25,0.0
2.328,0.548,241.05,10.0,25,8,2009,20,47,1.0
0.122,0.0,241.12,0.6,23,6,2007,4,37,0.0
0.24,0.11,239.32,1.0,9,6,2008,6,14,1.0
1.33,0.08,242.0,5.4,30,9,2010,10,21,18.0
0.104,0.0,236.55,0.4,8,12,2007,3,29,0.0
1.386,0.062,244.37,5.6,11,12,2008,0,36,0.0
0.32,0.094,243.42,1.4,12,1,2007,5,35,0.0
1.73,0.088,237.89,7.2,15,6,2008,18,19,19.0
0.336,0.114,241.62,1.4,30,9,2008,5,1,1.0
0.28,0.142,241.38,1.4,28,6,2007,3,9,0.0
0.864,0.238,237.17,3.8,8,8,2008,21,37,12.0
1.064,0.144,239.39,4.6,4,10,2007,20,31,1.0
0.262,0.094,238.85,1.2,8,5,2008,1,12,0.0
0.21,0.114,237.72,1.2,28,8,2007,1,52,0.0
0.156,0.124,241.38,0.8,13,8,2008,23,48,1.0
1.382,0.222,242.27,5.6,27,7,2009,4,22,21.0
2.51,0.568,238.05,10.8,4,12,2008,17,31,21.0
